user_id,media_id,is_listened
1927,127539469,0.8207960724830627
1927,127539479,0.851844847202301
6272,116866548,0.7395855188369751
6272,116866550,0.37393856048583984
8177,130105294,0.9501641988754272
10812,130105294,0.9360913038253784
18891,132123630,0.8795059323310852
17931,132123618,0.7256020307540894
17931,132123602,0.8188102841377258
15482,132123630,0.879287838935852
18599,132123604,0.9805518984794617
18599,132123602,0.9836527109146118
18599,132123606,0.9697138667106628
19413,132123626,0.5950853824615479
19413,132123606,0.5965705513954163
14138,132123626,0.8174201250076294
14138,132123606,0.7069126963615417
14138,132123626,0.8174201250076294
11573,132123606,0.7858673930168152
11489,132123606,0.9043048024177551
11489,132123626,0.837684690952301
17602,132123626,0.8690428137779236
14245,132123626,0.5122405886650085
9030,132123606,0.8788207173347473
9030,132123626,0.9091382622718811
18433,132123630,0.7448316216468811
18433,132123602,0.6138383150100708
18694,132123626,0.8304267525672913
18694,132123606,0.7917365431785583
10768,132123604,0.8825945258140564
17738,132123602,0.8753424286842346
5821,132123604,0.7268348336219788
18733,132123626,0.482504665851593
18733,132123604,0.5602511763572693
18445,132123604,0.33069297671318054
18445,132123630,0.25340521335601807
18688,132123630,0.8555939197540283
18688,132123626,0.83167564868927
18688,132123630,0.8555939197540283
12074,132123626,0.5394960045814514
12074,132123604,0.6177851557731628
16915,132123606,0.9387933611869812
16915,132123604,0.9508740305900574
13180,132123602,0.9233611822128296
13180,132123632,0.8999501466751099
13180,132123624,0.9424009919166565
11900,132123630,0.8916839957237244
11900,132123626,0.8775241374969482
11900,132123604,0.8902146816253662
18193,132123602,0.6429294347763062
18193,132123630,0.8301131725311279
18193,132123624,0.677748441696167
14137,132123630,0.37814438343048096
12888,132123604,0.79315584897995
12888,132123626,0.7058504819869995
13314,132123620,0.9146440029144287
12148,132123626,0.9818108081817627
12148,132123626,0.9818108081817627
12148,132123606,0.9747542142868042
12119,132123606,0.8904316425323486
12119,132123630,0.9672250151634216
12119,132123626,0.9288129806518555
17715,132123606,0.7600486278533936
18433,132123606,0.42680004239082336
13314,132123626,0.9123815894126892
13314,132123606,0.8745279908180237
15257,79598858,0.2955382168292999
17818,84310989,0.6422220468521118
14554,84310989,0.44393104314804077
14063,95813354,0.3684738874435425
4397,2271562,0.8720453381538391
9908,118693364,0.7841185331344604
1919,65004158,0.6498454809188843
16780,67350201,0.9041128754615784
7443,79223833,0.39141878485679626
17854,106506516,0.31340816617012024
19222,106506510,0.30403202772140503
6881,13178611,0.4014950096607208
15058,94574844,0.7440999150276184
19121,4538913,0.8176442980766296
7533,128099517,0.9363045692443848
13548,705531,0.5270261168479919
14546,52735971,0.6979888081550598
18456,122552782,0.6832897067070007
17295,2793753,0.3623030185699463
11242,3288307,0.30032068490982056
15374,122437314,0.8080361485481262
7738,3134033,0.39710408449172974
16869,7897971,0.6866706609725952
9908,98890726,0.678782045841217
12314,134371058,0.26874735951423645
14629,84340025,0.5095947980880737
5037,124603286,0.3547309339046478
18576,124603270,0.5604168176651001
18576,124603276,0.6580020785331726
18576,124603276,0.6580020785331726
12661,131773676,0.46247151494026184
8743,131773688,0.8671401739120483
1919,136190392,0.3029825985431671
13937,883778,0.9985278844833374
11176,1085843,0.7052093744277954
10175,120742376,0.3438881039619446
5306,133517142,0.04936579242348671
5306,133517122,0.2666762173175812
5306,133517146,0.03676217794418335
8330,133517142,0.3442426323890686
7738,133517146,0.3417816162109375
8288,133517122,0.8940852284431458
10230,725274,0.8608466386795044
18470,54420921,0.6326466798782349
18882,70562298,0.39948388934135437
704,70562298,0.7213789224624634
9333,135439334,0.7747966051101685
3547,135439334,0.9018685817718506
11573,13814290,0.8663560152053833
17455,130604714,0.5054826140403748
7250,130851534,0.2596539258956909
18658,3102130,0.3812224864959717
13375,14954267,0.6806230545043945
19206,14954267,0.7990847826004028
8624,14954267,0.6594225764274597
18340,135373134,0.0020058020018041134
18340,135373130,0.27167555689811707
17602,135439336,0.8114323616027832
4837,16705333,0.6154583096504211
13036,70566205,0.61921626329422
8009,124848028,0.8918742537498474
17689,124848028,0.8344838619232178
6725,124848002,0.7063102722167969
8165,629466,0.39403143525123596
14158,629466,0.41817429661750793
7420,72545235,0.8528632521629333
4723,76396251,0.642296314239502
4699,123829748,0.7723283171653748
16985,76462394,0.9932799935340881
13730,93841264,0.5209481716156006
1230,104099668,0.6810863018035889
10142,135047372,0.6512791514396667
18145,1101494,0.5898094773292542
6881,2466262,0.45757728815078735
16518,2466262,0.3823273777961731
19301,6599840,0.379707396030426
18559,55753501,0.9608128070831299
18456,102252084,0.6450557708740234
6853,129287542,0.6077948212623596
3502,133940962,0.7530139684677124
10529,133940962,0.6024041771888733
4425,869546,0.8184958100318909
4425,869545,0.5798259377479553
17931,15780056,0.6212851405143738
19207,37149951,0.6795775890350342
15422,119116430,0.4249446988105774
17912,127246869,0.6549672484397888
13503,2139735,0.9461132287979126
18829,73956348,0.6105180382728577
12266,126368207,0.6512910723686218
12512,1178340,0.8140859007835388
18637,61142290,0.5997933149337769
9098,61142290,0.572931706905365
13651,61142290,0.3542341887950897
15374,61142290,0.8198484182357788
7312,135402864,0.31143444776535034
15850,70100098,0.7238062620162964
18637,85576202,0.5709083080291748
10821,107541562,0.5557184815406799
17490,120525198,0.9296325445175171
14006,907864,0.5180714130401611
4118,62724015,0.6194360852241516
14410,62724019,0.5983771085739136
14410,62724017,0.4681594967842102
9631,62724018,0.4610038101673126
9631,62724015,0.6642530560493469
13106,62724019,0.6974706053733826
13296,62724019,0.6674167513847351
12053,62724019,0.7140054702758789
14006,68665075,0.7392624020576477
19222,86922279,0.30423158407211304
17295,86922279,0.3187069594860077
4723,86922279,0.4518129229545593
10529,86922279,0.3787289261817932
3250,88611955,0.6318833827972412
18607,101954899,0.4699554443359375
