user_id,media_id,is_listened
1927,127539469,0.88619065284729
1927,127539479,0.88619065284729
6272,116866548,0.35547852516174316
6272,116866550,0.35547852516174316
8177,130105294,0.8688010573387146
10812,130105294,0.903126060962677
18891,132123630,0.8218787908554077
17931,132123618,0.6523287892341614
17931,132123602,0.8317189812660217
15482,132123630,0.7170020341873169
18599,132123604,0.9589643478393555
18599,132123602,0.9589643478393555
18599,132123606,0.9589643478393555
19413,132123626,0.3165268301963806
19413,132123606,0.3165268301963806
14138,132123626,0.6421226263046265
14138,132123606,0.6421226263046265
14138,132123626,0.6421226263046265
11573,132123606,0.8283936977386475
11489,132123606,0.6339803338050842
11489,132123626,0.8245614767074585
17602,132123626,0.861711859703064
14245,132123626,0.382438987493515
9030,132123606,0.8256068229675293
9030,132123626,0.8256068229675293
18433,132123630,0.716274082660675
18433,132123602,0.716274082660675
18694,132123626,0.8515084385871887
18694,132123606,0.8515084385871887
10768,132123604,0.8536631464958191
17738,132123602,0.782369077205658
5821,132123604,0.3734249472618103
18733,132123626,0.3220934271812439
18733,132123604,0.3220934271812439
18445,132123604,0.26433002948760986
18445,132123630,0.26433002948760986
18688,132123630,0.8564558029174805
18688,132123626,0.8564558029174805
18688,132123630,0.8564558029174805
12074,132123626,0.3033111095428467
12074,132123604,0.3033111095428467
16915,132123606,0.931647777557373
16915,132123604,0.931647777557373
13180,132123602,0.884673535823822
13180,132123632,0.884673535823822
13180,132123624,0.884673535823822
11900,132123630,0.8568081259727478
11900,132123626,0.8568081259727478
11900,132123604,0.8568081259727478
18193,132123602,0.7058636546134949
18193,132123630,0.7058636546134949
18193,132123624,0.7058636546134949
14137,132123630,0.29753005504608154
12888,132123604,0.7113071084022522
12888,132123626,0.7113071084022522
13314,132123620,0.6682558655738831
12148,132123626,0.9398143291473389
12148,132123626,0.9398143291473389
12148,132123606,0.9398143291473389
12119,132123606,0.8548721075057983
12119,132123630,0.8548721075057983
12119,132123626,0.8548721075057983
17715,132123606,0.7636864185333252
18433,132123606,0.716274082660675
13314,132123626,0.8669814467430115
13314,132123606,0.8669814467430115
15257,79598858,0.41006404161453247
17818,84310989,0.9568647146224976
14554,84310989,0.5940988659858704
14063,95813354,0.35095345973968506
4397,2271562,0.8342515826225281
9908,118693364,0.9066034555435181
1919,65004158,0.848735511302948
16780,67350201,0.8397442698478699
7443,79223833,0.37041425704956055
17854,106506516,0.26160988211631775
19222,106506510,0.3509349822998047
6881,13178611,0.24323926866054535
15058,94574844,0.8601634502410889
19121,4538913,0.7617112398147583
7533,128099517,0.8373016715049744
13548,705531,0.2549387812614441
14546,52735971,0.852789044380188
18456,122552782,0.7638146877288818
17295,2793753,0.24335846304893494
11242,3288307,0.26855334639549255
15374,122437314,0.8594979643821716
7738,3134033,0.3102733790874481
16869,7897971,0.6384814381599426
9908,98890726,0.9066034555435181
12314,134371058,0.30798038840293884
14629,84340025,0.39218342304229736
5037,124603286,0.1730891615152359
18576,124603270,0.5542269945144653
18576,124603276,0.5542269945144653
18576,124603276,0.5542269945144653
12661,131773676,0.3154633939266205
8743,131773688,0.7260722517967224
1919,136190392,0.3814447522163391
13937,883778,0.9253768920898438
11176,1085843,0.7368425726890564
10175,120742376,0.2928307056427002
5306,133517142,0.235933318734169
5306,133517122,0.235933318734169
5306,133517146,0.235933318734169
8330,133517142,0.30624309182167053
7738,133517146,0.5591096878051758
8288,133517122,0.8627307415008545
10230,725274,0.8779743909835815
18470,54420921,0.8287630081176758
18882,70562298,0.355577677488327
704,70562298,0.29511991143226624
9333,135439334,0.8884600400924683
3547,135439334,0.9316304326057434
11573,13814290,0.8283936977386475
17455,130604714,0.3903769254684448
7250,130851534,0.27605801820755005
18658,3102130,0.23177526891231537
13375,14954267,0.7683548927307129
19206,14954267,0.886873185634613
8624,14954267,0.7659457325935364
18340,135373134,0.1327095627784729
18340,135373130,0.1327095627784729
17602,135439336,0.861711859703064
4837,16705333,0.4630603790283203
13036,70566205,0.5190891027450562
8009,124848028,0.7214781641960144
17689,124848028,0.6663962602615356
6725,124848002,0.35461026430130005
8165,629466,0.41747304797172546
14158,629466,0.36039891839027405
7420,72545235,0.930037796497345
4723,76396251,0.7703975439071655
4699,123829748,0.3528028726577759
16985,76462394,0.9870339632034302
13730,93841264,0.2969162166118622
1230,104099668,0.38819167017936707
10142,135047372,0.8223073482513428
18145,1101494,0.7448893189430237
6881,2466262,0.24323926866054535
16518,2466262,0.3556683659553528
19301,6599840,0.39272066950798035
18559,55753501,0.6087009906768799
18456,102252084,0.7638146877288818
6853,129287542,0.4026898145675659
3502,133940962,0.7198362946510315
10529,133940962,0.6815394163131714
4425,869546,0.7495123147964478
4425,869545,0.7495123147964478
17931,15780056,0.6405056715011597
19207,37149951,0.6592023372650146
15422,119116430,0.7115956544876099
17912,127246869,0.7646030783653259
13503,2139735,0.9052678346633911
18829,73956348,0.3792632520198822
12266,126368207,0.682750940322876
12512,1178340,0.7732173800468445
18637,61142290,0.7721930742263794
9098,61142290,0.6100301146507263
13651,61142290,0.276761531829834
15374,61142290,0.8594979643821716
7312,135402864,0.22719019651412964
15850,70100098,0.8351056575775146
18637,85576202,0.7721930742263794
